CellID,DNA_1,AF488,AF555,AF647,DNA_2,A488_background,A555_background,A647_background,DNA_3,FDX1,CD357,CD1D,X_centroid,Y_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation
4097,34181.78921568627,792.8627450980392,282.0882352941176,371.84313725490193,35628.44607843137,442.3921568627451,179.04901960784315,286.3627450980392,19909.303921568626,1766.3235294117646,755.6813725490196,783.3529411764706,137.0,1730.514705882353,204,19.21442026453288,13.776174572324443,0.6971033982088749,0.9488372093023256,0.7157894736842105,1.117211801631562
4098,29440.97619047619,883.3988095238095,348.375,449.7797619047619,29714.98214285714,484.4047619047619,223.91666666666666,297.0654761904762,16863.73214285714,1930.6845238095239,1051.9761904761904,999.1488095238095,1608.1011904761904,1728.625,168,22.41544307922251,10.004322081728985,0.8948765121091756,0.8615384615384616,0.6153846153846154,1.2100156508711502
4099,24455.381818181817,858.1,317.1181818181818,438.1545454545454,25681.545454545456,466.74545454545455,216.4909090909091,293.6,14177.59090909091,2716.990909090909,2225.5545454545454,1002.7636363636364,1999.3272727272727,1729.3272727272727,110,12.551157706125165,11.258334385180465,0.44203928502924883,0.9482758620689655,0.7051282051282052,-0.5446597705950421
4100,23123.966666666667,763.1444444444444,279.3666666666667,394.4888888888889,25387.366666666665,429.1,179.24444444444444,290.8777777777778,13907.955555555556,1104.9666666666667,692.4666666666667,773.1,56.766666666666666,1731.4444444444443,90,14.749759083326182,8.16031738496383,0.8330146753516922,0.8910891089108911,0.6428571428571429,-0.4173615561900757
4101,26232.679536679538,934.7258687258687,327.12355212355214,448.9073359073359,26845.84555984556,471.13127413127415,215.6023166023166,291.6216216216216,15228.733590733591,1645.5212355212354,920.9382239382239,916.8146718146718,2219.6602316602316,1733.6486486486488,259,20.528190983840584,16.50479311652061,0.594620894005775,0.9087719298245615,0.6815789473684211,1.0441192181350933
4102,20085.289855072464,1158.3623188405797,393.3623188405797,648.4927536231884,19954.072463768116,508.6521739130435,238.85507246376812,295.92753623188406,11769.391304347826,2945.2753623188405,1327.6521739130435,1344.1304347826087,2339.2608695652175,1729.8985507246377,69,11.004456706170568,8.303779998269015,0.6562041919799485,0.9078947368421053,0.71875,0.0931490530448331
4103,56293.0,958.1739130434783,373.8550724637681,413.94202898550725,55986.17391304348,586.6811594202899,273.4782608695652,303.71014492753625,34985.27536231884,1755.5072463768115,1075.7826086956522,912.0289855072464,1195.144927536232,1729.768115942029,69,11.775492478977544,7.626950574849695,0.7618980638504931,0.9078947368421053,0.6272727272727273,-1.0450385424537891
4104,31680.77210884354,899.2380952380952,317.78231292517006,431.9829931972789,31809.251700680274,482.3061224489796,221.08163265306123,290.97278911564626,17583.0,2484.3809523809523,928.5952380952381,921.8469387755102,1868.9489795918366,1734.9251700680272,294,25.916225548376516,15.252979573284856,0.8084612406134978,0.8497109826589595,0.6086956521739131,-1.0053986889323552
4105,19800.947368421053,1074.9052631578948,383.2842105263158,495.9684210526316,20430.463157894737,556.0526315789474,255.17894736842106,298.29473684210524,12192.589473684211,3441.073684210526,1185.8315789473684,1116.9684210526316,2276.4,1730.7263157894736,95,12.08590519308027,10.055834889827167,0.5547307367961063,0.95,0.7916666666666666,-0.17836514506893003
4106,27452.336633663366,877.2673267326733,319.7524752475247,426.970297029703,29566.603960396038,489.8019801980198,223.33663366336634,292.5247524752475,17186.59405940594,1538.7029702970297,783.7425742574258,864.5841584158416,66.53465346534654,1731.0594059405942,101,12.172445320985625,11.641231562434648,0.2921931654559331,0.8487394957983193,0.7651515151515151,-0.3922607160386405
4107,23320.56,742.36,281.456,389.568,23792.112,434.272,193.92,287.816,13580.872,1646.344,877.032,902.856,1026.12,1734.872,125,20.221305075929585,8.650449527405168,0.903878681515061,0.8445945945945946,0.5252100840336135,-0.622214958260095
4108,31867.45751633987,1192.7124183006536,344.30065359477123,674.6209150326797,32966.07843137255,451.80392156862746,205.5751633986928,283.7843137254902,17819.823529411766,1706.7320261437908,1174.6143790849674,1685.8692810457517,1837.5947712418301,1732.9803921568628,153,16.071286342701793,12.29678645914322,0.6438637661150668,0.9329268292682927,0.7285714285714285,-0.5156044120451615
4109,31001.945945945947,875.0067567567568,327.2432432432432,468.0135135135135,31030.72972972973,468.3310810810811,224.43243243243242,297.9864864864865,17456.04054054054,4489.77027027027,1539.1486486486488,1220.2027027027027,2090.4527027027025,1733.222972972973,148,15.205847139898935,12.774748228640048,0.5423993615390289,0.8862275449101796,0.7115384615384616,-0.29481437214275
4110,35598.93636363636,1041.2636363636364,378.26363636363635,486.8454545454546,36491.19090909091,549.5636363636364,255.48181818181817,300.4818181818182,21749.754545454547,2358.818181818182,1011.8181818181819,1026.7636363636364,2313.481818181818,1732.2272727272727,110,14.089187251806955,10.375205310168491,0.6765519828202762,0.88,0.650887573964497,-0.8936150410925326
4111,36570.75581395349,1441.406976744186,431.66279069767444,861.6976744186046,36939.98837209302,579.0581395348837,268.0,314.5581395348837,21040.54651162791,2478.3488372093025,1712.6162790697674,1238.139534883721,731.0581395348837,1733.1279069767443,86,12.239078261505217,9.262618077491652,0.65363859670706,0.9052631578947369,0.6615384615384615,0.12742481117111093
4112,46134.876923076925,897.6153846153846,336.67692307692306,427.03076923076924,47201.0,540.7692307692307,240.92307692307693,306.12307692307695,29762.492307692308,1633.7846153846153,1233.5846153846153,987.4,917.1384615384616,1732.1538461538462,65,12.165060800960262,7.275015595994131,0.8014771343702606,0.8552631578947368,0.625,-0.44227273874875156
4113,36839.350877192985,1083.1140350877192,457.13157894736844,522.7456140350877,36972.228070175435,677.6140350877193,329.0,333.0877192982456,21926.087719298244,1778.4298245614036,1460.5438596491229,1015.6140350877193,964.6140350877193,1732.4561403508771,114,13.120973212436052,11.066996531135015,0.5371943222893227,0.9661016949152542,0.7916666666666666,-0.7723124062428002
4114,32097.90425531915,938.7553191489362,367.3936170212766,432.0851063829787,32534.031914893618,547.8829787234042,246.1595744680851,298.8191489361702,18925.617021276597,1727.4574468085107,935.8404255319149,896.3297872340426,1345.3085106382978,1735.5,94,14.84178209215311,8.549401167756281,0.817424306784346,0.912621359223301,0.5696969696969697,0.5479127908539507
4115,25042.865,919.12,335.085,471.725,25662.83,475.325,215.99,296.09,14626.78,3248.8,1027.185,1028.4,2186.03,1733.845,200,18.514422873733015,14.37558157615168,0.6301750059410348,0.9090909090909091,0.7843137254901961,1.3031856529003698
4116,20837.863636363636,1167.8484848484848,398.72727272727275,695.3181818181819,21178.560606060608,522.7424242424242,238.6818181818182,308.75757575757575,12255.136363636364,4288.378787878788,1412.8636363636363,1351.3484848484848,2353.0,1731.530303030303,66,9.981615142666817,8.57699177902585,0.5115072688621114,0.9565217391304348,0.66,-1.1371513340570396
4117,23848.29365079365,733.2857142857143,282.92857142857144,374.07142857142856,25411.31746031746,434.4761904761905,202.65079365079364,292.41269841269843,14153.111111111111,1774.968253968254,910.1984126984127,924.7380952380952,2079.3015873015875,1735.1587301587301,126,15.420618850819801,10.718479098133102,0.7189377058981147,0.9130434782608695,0.7159090909090909,0.10086547076418506
4118,23799.5859375,976.4296875,331.4010416666667,573.1302083333334,24697.098958333332,456.7473958333333,204.93229166666666,293.7135416666667,14024.739583333334,1858.3203125,1310.2552083333333,974.671875,835.1510416666666,1737.7682291666667,384,26.684881881223102,18.62527614427363,0.7161259350493279,0.9434889434889435,0.7485380116959064,1.3844767215010236
4119,43069.735849056604,866.0566037735849,341.92452830188677,394.0943396226415,44931.264150943396,535.622641509434,245.35849056603774,292.33962264150944,26364.264150943396,2033.2075471698113,919.8490566037735,913.3018867924528,1963.754716981132,1732.5471698113208,53,10.240468317662534,6.764409075245513,0.7507762383134831,0.9464285714285714,0.654320987654321,-0.7769178663889488
4120,35741.36893203884,934.7184466019418,343.5339805825243,479.8349514563107,35804.844660194176,493.0485436893204,220.1747572815534,290.7864077669903,19847.796116504855,3614.21359223301,1162.4563106796118,1082.514563106796,1971.1941747572816,1735.631067961165,103,13.875391090980521,10.595532201640971,0.6456654156328465,0.8110236220472441,0.49047619047619045,-0.9490781269042803
4121,24438.387205387204,935.969696969697,333.7878787878788,387.6363636363636,25791.811447811448,507.06397306397304,199.31313131313132,293.962962962963,14702.525252525253,1648.5925925925926,804.9360269360269,798.3333333333334,176.83164983164983,1743.090909090909,297,26.01850846276139,15.500635448893723,0.8031668222893718,0.868421052631579,0.5165217391304348,-0.6411060005465637
4122,24845.753846153846,1259.9538461538461,363.0769230769231,870.6923076923077,25375.815384615384,493.0,214.43076923076924,297.32307692307694,13784.83076923077,3173.1846153846154,1664.9692307692308,1222.7384615384615,883.2615384615384,1733.676923076923,65,9.64775567776984,8.659508217641978,0.44087784743084657,0.9558823529411765,0.8024691358024691,1.028456032190764
4123,28042.072580645163,859.5403225806451,352.51612903225805,412.6693548387097,28177.84677419355,510.88709677419354,236.2016129032258,304.8467741935484,16326.862903225807,1949.4193548387098,1350.0806451612902,1008.1774193548387,1171.282258064516,1735.7016129032259,124,14.486283065561816,11.588228554431637,0.6000734323842917,0.8551724137931035,0.6888888888888889,0.44474153435186853
4124,34215.05426356589,968.4728682170543,375.51937984496124,434.28682170542635,35132.782945736435,570.5348837209302,256.91472868217056,297.93798449612405,19923.875968992248,4155.333333333333,1203.139534883721,1136.0232558139535,1313.8682170542636,1735.1705426356589,129,16.807330665288717,10.396549466009308,0.7857278721655955,0.8835616438356164,0.7329545454545454,1.512417488594906
4125,40595.49855907781,951.1844380403459,334.7550432276657,417.3314121037464,40660.8530259366,522.4870317002882,232.51008645533142,295.6599423631124,22464.22766570605,3111.8328530259364,1082.1383285302593,892.178674351585,1656.7752161383285,1740.115273775216,347,23.292493055412123,21.267625933970912,0.4078077365675948,0.8203309692671394,0.7169421487603306,1.2809200804186662
4126,36316.03846153846,1159.4038461538462,471.4423076923077,442.65384615384613,38607.63461538462,679.5,340.6730769230769,320.0192307692308,19903.673076923078,2792.153846153846,1179.7307692307693,1109.0,2057.980769230769,1734.0,52,10.489238507723853,6.454631365200298,0.7882481671308033,0.9122807017543859,0.6419753086419753,0.7153615859244725
4127,37530.7675070028,1591.7002801120448,372.11764705882354,492.3921568627451,37540.28011204482,522.5658263305322,241.94117647058823,298.9579831932773,23806.63025210084,2096.6638655462184,1778.6610644257703,1184.515406162465,1005.9439775910364,1744.6470588235295,357,25.97411154368148,19.34175158083929,0.667449591219099,0.8188073394495413,0.5795454545454546,0.37061381570932256
4128,34926.91346153846,811.2692307692307,292.49038461538464,405.02884615384613,34752.07692307692,451.86538461538464,212.09615384615384,297.8076923076923,19527.5,1966.0673076923076,852.9711538461538,949.3173076923077,2142.2115384615386,1735.8942307692307,104,11.828354958841988,11.189059323885855,0.32430585387044764,0.9811320754716981,0.859504132231405,0.5668386176542224
4129,26384.93023255814,979.0863787375415,325.66112956810633,577.046511627907,26870.083056478405,488.33554817275746,216.10963455149502,297.78073089700996,15239.186046511628,2271.3521594684385,1316.0830564784053,976.4119601328904,657.1627906976744,1740.1295681063123,301,21.7432349785833,17.67182124749085,0.5826121461089292,0.9804560260586319,0.8431372549019608,1.430623585586184
4130,55783.75,992.0208333333334,371.5208333333333,435.6041666666667,55522.5,581.375,259.7083333333333,300.5,43041.979166666664,1598.3958333333333,1274.0208333333333,870.2916666666666,946.6666666666666,1735.5625,48,7.999614254463057,7.713574225697646,0.2650187009695963,0.96,0.75,1.2532174926516693
